Row	BroodID	PopID	BreedingSeason	Species	Plot	LocationID	FemaleID	MaleID	ClutchType_observed	ClutchType_calculated	LayDate	LayDateError	ClutchSize	ClutchSizeError	HatchDate	HatchDateError	BroodSize	BroodSizeError	FledgeDate	FledgeDateError	NumberFledged	NumberFledgedError	AvgEggMass	NumberEggs	AvgChickMass	NumberChicksMass	AvgTarsus	NumberChicksTarsus	ExperimentID
129	1981_pir_107_1	PIR	1981	CYACAE	pir	pir_107_NB	NA	NA	first	first	30/04/1981	NA	6	NA	19/05/1981	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
130	1981_pir_47_1	PIR	1981	CYACAE	pir	pir_47_NB	NA	NA	first	first	01/05/1981	NA	6	NA	19/05/1981	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
131	1981_pir_91_1	PIR	1981	CYACAE	pir	pir_91_NB	NA	NA	first	first	05/05/1981	NA	5	NA	26/05/1981	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
132	1981_pir_81_1	PIR	1981	CYACAE	pir	pir_81_NB	NA	NA	first	first	09/05/1981	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
133	1981_pir_87_1	PIR	1981	CYACAE	pir	pir_87_NB	NA	2546664	first	first	09/05/1981	NA	7	NA	31/05/1981	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
134	1981_pir_71_1	PIR	1981	CYACAE	pir	pir_71_NB	NA	NA	first	first	12/05/1981	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
135	1981_pir_89_1	PIR	1981	CYACAE	pir	pir_89_NB	NA	NA	first	first	12/05/1981	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
136	1981_pir_74_1	PIR	1981	PARMAJ	pir	pir_74_NB	2709099	NA	first	first	17/05/1981	NA	7	NA	06/06/1981	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
137	1981_pir_117_1	PIR	1981	PARMAJ	pir	pir_117_NB	NA	NA	first	first	29/04/1981	NA	NA	NA	17/05/1981	NA	0	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
138	1981_pir_49_1	PIR	1981	PARMAJ	pir	pir_49_NB	NA	NA	first	NA	NA	NA	8	NA	10/06/1981	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
139	1981_pir_35_1	PIR	1981	PERATE	pir	pir_35_NB	NA	NA	first	first	13/04/1981	NA	6	NA	01/05/1981	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
140	1981_pir_99_1	PIR	1981	PERATE	pir	pir_99_NB	NA	NA	first	first	14/04/1981	NA	7	NA	04/05/1981	NA	7	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
141	1981_pir_4_1	PIR	1981	PERATE	pir	pir_4_NB	NA	NA	first	first	22/04/1981	NA	5	NA	NA	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
142	1981_pir_109_1	PIR	1981	PERATE	pir	pir_109_NB	NA	NA	first	first	22/04/1981	NA	5	NA	NA	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
143	1981_pir_980_3	PIR	1981	PERATE	pir	pir_980_NB	NA	NA	replacement	replacement	19/05/1981	NA	5	NA	06/06/1981	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
144	1981_pir_36_3	PIR	1981	PERATE	pir	pir_36_NB	NA	NA	replacement	replacement	28/05/1981	NA	6	NA	17/06/1981	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
145	1982_pir_72_1	PIR	1982	CYACAE	pir	pir_72_NB	2546612	2709315	first	first	11/05/1982	NA	8	NA	01/06/1982	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
146	1982_pir_105_1	PIR	1982	CYACAE	pir	pir_105_NB	2546616	2709871	first	first	15/05/1982	NA	5	NA	02/06/1982	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
147	1982_pir_110_1	PIR	1982	CYACAE	pir	pir_110_NB	2546644	NA	first	first	20/05/1982	NA	6	NA	08/06/1982	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
148	1982_pir_91_1	PIR	1982	CYACAE	pir	pir_91_NB	2563345	2563354	first	first	15/05/1982	NA	6	NA	03/06/1982	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
149	1982_pir_74_1	PIR	1982	CYACAE	pir	pir_74_NB	2563346	2563386	first	first	17/05/1982	NA	5	NA	04/06/1982	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
150	1982_pir_106_1	PIR	1982	CYACAE	pir	pir_106_NB	2563368	NA	first	first	14/05/1982	NA	6	NA	02/06/1982	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
151	1982_pir_45_1	PIR	1982	CYACAE	pir	pir_45_NB	2563398	2709320	first	first	18/05/1982	NA	6	NA	07/06/1982	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
152	1982_pir_79_1	PIR	1982	CYACAE	pir	pir_79_NB	2564130	2709881	first	first	11/05/1982	NA	5	NA	01/06/1982	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
153	1982_pir_81_1	PIR	1982	CYACAE	pir	pir_81_NB	2709308	2709309	first	first	09/05/1982	NA	5	NA	28/05/1982	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
154	1982_pir_114_1	PIR	1982	CYACAE	pir	pir_114_NB	2709345	2709346	first	first	15/05/1982	NA	7	NA	05/06/1982	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
155	1982_pir_112_1	PIR	1982	CYACAE	pir	pir_112_NB	2709851	2709872	first	first	09/05/1982	NA	6	NA	28/05/1982	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
156	1982_pir_87_1	PIR	1982	CYACAE	pir	pir_87_NB	2709860	2546664	first	first	13/05/1982	NA	6	NA	02/06/1982	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
157	1982_pir_95_1	PIR	1982	CYACAE	pir	pir_95_NB	2709861	2563415	first	first	10/05/1982	NA	6	NA	29/05/1982	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
158	1982_pir_107_1	PIR	1982	CYACAE	pir	pir_107_NB	2709870	2709891	first	first	16/05/1982	NA	7	NA	06/06/1982	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
159	1982_pir_37_1	PIR	1982	CYACAE	pir	pir_37_NB	2709874	2709873	first	first	08/05/1982	NA	7	NA	29/05/1982	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
160	1982_pir_888_1	PIR	1982	PARMAJ	pir	pir_888_NB	NA	NA	first	first	07/05/1982	NA	5	NA	25/05/1982	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
161	1982_pir_999_1	PIR	1982	PARMAJ	pir	pir_999_NB	NA	NA	first	first	17/05/1982	NA	NA	NA	06/06/1982	NA	0	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
162	1982_pir_2_1	PIR	1982	PARMAJ	pir	pir_2_NB	NA	NA	first	first	23/05/1982	NA	6	NA	12/06/1982	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
163	1982_pir_97_1	PIR	1982	PERATE	pir	pir_97_NB	2563330	2709862	first	first	05/05/1982	NA	7	NA	26/05/1982	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
164	1982_pir_3_1	PIR	1982	PERATE	pir	pir_3_NB	2709858	2709859	first	first	07/05/1982	NA	6	NA	27/05/1982	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
165	1982_pir_36_1	PIR	1982	PERATE	pir	pir_36_NB	2709884	2709883	first	first	30/04/1982	NA	6	NA	20/05/1982	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
166	1982_pir_35_1	PIR	1982	PERATE	pir	pir_35_NB	NA	NA	first	first	19/04/1982	NA	6	NA	09/05/1982	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
167	1982_pir_4_1	PIR	1982	PERATE	pir	pir_4_NB	NA	NA	first	first	27/04/1982	NA	6	NA	17/05/1982	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
168	1983_pir_77_1	PIR	1983	CYACAE	pir	pir_77_NB	2546644	2864916	first	first	09/05/1983	NA	8	NA	30/05/1983	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
169	1983_pir_75_1	PIR	1983	CYACAE	pir	pir_75_NB	2563346	2563386	first	first	10/05/1983	NA	7	NA	30/05/1983	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
170	1983_pir_105_1	PIR	1983	CYACAE	pir	pir_105_NB	2563368	2709871	first	first	06/05/1983	NA	5	NA	24/05/1983	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
171	1983_pir_114_1	PIR	1983	CYACAE	pir	pir_114_NB	2709345	2546660	first	first	07/05/1983	NA	7	NA	27/05/1983	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
172	1983_pir_117_1	PIR	1983	CYACAE	pir	pir_117_NB	2709351	2709320	first	first	08/05/1983	NA	7	NA	28/05/1983	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
173	1983_pir_89_1	PIR	1983	CYACAE	pir	pir_89_NB	2709352	2864938	first	first	16/05/1983	NA	7	NA	05/06/1983	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
174	1983_pir_93_1	PIR	1983	CYACAE	pir	pir_93_NB	2709353	2563354	first	first	10/05/1983	NA	5	NA	28/05/1983	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
175	1983_pir_69_1	PIR	1983	CYACAE	pir	pir_69_NB	2709364	2709365	first	first	12/05/1983	NA	6	NA	31/05/1983	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
176	1983_pir_81_1	PIR	1983	CYACAE	pir	pir_81_NB	2709366	2709313	first	first	15/05/1983	NA	4	NA	01/06/1983	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
177	1983_pir_99_1	PIR	1983	CYACAE	pir	pir_99_NB	2709371	2864969	first	first	19/05/1983	NA	6	NA	07/06/1983	NA	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
178	1983_pir_107_1	PIR	1983	CYACAE	pir	pir_107_NB	2709378	2709891	first	first	19/05/1983	NA	5	NA	06/06/1983	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
179	1983_pir_5_1	PIR	1983	CYACAE	pir	pir_5_NB	2709392	2709309	first	first	13/05/1983	NA	7	NA	02/06/1983	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
180	1983_pir_37_1	PIR	1983	CYACAE	pir	pir_37_NB	2709394	2709393	first	first	10/05/1983	NA	7	NA	30/05/1983	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
181	1983_pir_65_1	PIR	1983	CYACAE	pir	pir_65_NB	2864908	2864925	first	first	11/05/1983	NA	6	NA	30/05/1983	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
182	1983_pir_91_1	PIR	1983	CYACAE	pir	pir_91_NB	2864946	2864945	first	first	16/05/1983	NA	6	NA	04/06/1983	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
183	1983_pir_12_1	PIR	1983	CYACAE	pir	pir_12_NB	2864947	2563352	first	first	14/05/1983	NA	8	NA	04/06/1983	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
184	1983_pir_97_1	PIR	1983	CYACAE	pir	pir_97_NB	2864962	2563415	first	first	13/05/1983	NA	6	NA	01/06/1983	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
185	1983_pir_44_1	PIR	1983	CYACAE	pir	pir_44_NB	2864975	2864974	first	first	26/05/1983	NA	2	NA	09/06/1983	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
186	1983_pir_101_1	PIR	1983	CYACAE	pir	pir_101_NB	2864977	2709372	first	first	10/05/1983	NA	7	NA	30/05/1983	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
187	1983_pir_88_1	PIR	1983	CYACAE	pir	pir_88_NB	2864989	2546664	first	first	16/05/1983	NA	8	NA	05/06/1983	NA	7	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
188	1983_pir_79_1	PIR	1983	CYACAE	pir	pir_79_NB	NA	NA	first	first	13/05/1983	NA	6	NA	01/06/1983	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
189	1983_pir_103_1	PIR	1983	CYACAE	pir	pir_103_NB	NA	NA	first	first	14/05/1983	NA	7	NA	03/06/1983	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
190	1983_pir_67_1	PIR	1983	CYACAE	pir	pir_67_NB	NA	NA	first	first	17/05/1983	NA	5	NA	04/06/1983	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
191	1983_pir_4_3	PIR	1983	CYACAE	pir	pir_4_NB	NA	NA	replacement	NA	NA	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
192	1983_pir_71_3	PIR	1983	CYACAE	pir	pir_71_NB	NA	NA	replacement	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
193	1983_pir_74_1	PIR	1983	PARMAJ	pir	pir_74_NB	NA	NA	first	first	14/05/1983	NA	7	NA	03/06/1983	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
194	1983_pir_76_1	PIR	1983	PARMAJ	pir	pir_76_NB	NA	NA	first	first	04/06/1983	NA	7	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
195	1983_pir_2_1	PIR	1983	PARMAJ	pir	pir_2_NB	NA	NA	first	first	11/06/1983	NA	7	NA	01/07/1983	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
196	1983_pir_50_1	PIR	1983	PARMAJ	pir	pir_50_NB	NA	NA	first	NA	NA	NA	7	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
197	1983_pir_47_1	PIR	1983	PERATE	pir	pir_47_NB	2709386	2709387	first	first	11/05/1983	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
198	1984_pir_77_1	PIR	1984	CYACAE	pir	pir_77_NB	2546644	3034870	first	first	17/05/1984	NA	7	NA	06/06/1984	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
199	1984_pir_105_1	PIR	1984	CYACAE	pir	pir_105_NB	2563368	3034803	first	first	11/05/1984	NA	6	NA	31/05/1984	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
200	1984_pir_119_1	PIR	1984	CYACAE	pir	pir_119_NB	2709345	3034801	first	first	06/05/1984	NA	7	NA	26/05/1984	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
201	1984_pir_89_1	PIR	1984	CYACAE	pir	pir_89_NB	2709352	2864945	first	first	12/05/1984	NA	7	NA	01/06/1984	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
202	1984_pir_93_1	PIR	1984	CYACAE	pir	pir_93_NB	2709353	2563354	first	first	04/05/1984	NA	7	NA	24/05/1984	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
203	1984_pir_9_1	PIR	1984	CYACAE	pir	pir_9_NB	2709366	2709322	first	first	06/05/1984	NA	7	NA	26/05/1984	NA	7	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
204	1984_pir_95_3	PIR	1984	CYACAE	pir	pir_95_NB	2709371	NA	replacement	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
205	1984_pir_47_3	PIR	1984	CYACAE	pir	pir_47_NB	2709394	NA	replacement	replacement	10/06/1984	NA	7	NA	29/06/1984	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
206	1984_pir_69_1	PIR	1984	CYACAE	pir	pir_69_NB	2709768	2864925	first	first	03/05/1984	NA	8	NA	24/05/1984	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
207	1984_pir_35_1	PIR	1984	CYACAE	pir	pir_35_NB	2709874	2563384	first	first	02/05/1984	NA	5	NA	20/05/1984	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
208	1984_pir_36_3	PIR	1984	CYACAE	pir	pir_36_NB	2709874	2563384	replacement	replacement	07/06/1984	NA	6	NA	24/06/1984	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
209	1984_pir_49_1	PIR	1984	CYACAE	pir	pir_49_NB	2864909	3034811	first	first	07/05/1984	NA	7	NA	27/05/1984	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
210	1984_pir_80_1	PIR	1984	CYACAE	pir	pir_80_NB	2864946	2709309	first	first	10/05/1984	NA	6	NA	29/05/1984	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
211	1984_pir_101_1	PIR	1984	CYACAE	pir	pir_101_NB	2864977	2709372	first	first	05/05/1984	NA	7	NA	25/05/1984	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
212	1984_pir_103_1	PIR	1984	CYACAE	pir	pir_103_NB	3034802	3034803	first	first	04/05/1984	NA	7	NA	24/05/1984	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
213	1984_pir_37_1	PIR	1984	CYACAE	pir	pir_37_NB	3034847	2546646	first	first	11/05/1984	NA	8	NA	01/06/1984	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
214	1984_pir_65_1	PIR	1984	CYACAE	pir	pir_65_NB	3034853	3034848	first	first	10/05/1984	NA	7	NA	30/05/1984	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
215	1984_pir_88_1	PIR	1984	CYACAE	pir	pir_88_NB	3034869	3034910	first	first	17/05/1984	NA	6	NA	05/06/1984	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
216	1984_pir_12_1	PIR	1984	CYACAE	pir	pir_12_NB	3034887	2563352	first	first	16/05/1984	NA	7	NA	05/06/1984	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
217	1984_pir_44_1	PIR	1984	CYACAE	pir	pir_44_NB	NA	NA	first	first	19/05/1984	NA	6	NA	07/06/1984	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
218	1984_pir_98_1	PIR	1984	CYACAE	pir	pir_98_NB	NA	NA	first	first	21/05/1984	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
219	1984_pir_74_1	PIR	1984	CYACAE	pir	pir_74_NB	NA	NA	first	first	29/05/1984	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
220	1984_pir_112_3	PIR	1984	CYACAE	pir	pir_112_NB	NA	NA	replacement	replacement	11/06/1984	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
221	1984_pir_4_3	PIR	1984	CYACAE	pir	pir_4_NB	NA	NA	replacement	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
222	1984_pir_71_3	PIR	1984	CYACAE	pir	pir_71_NB	NA	NA	replacement	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
223	1984_pir_66_1	PIR	1984	PARMAJ	pir	pir_66_NB	3034899	NA	first	first	10/05/1984	NA	8	NA	31/05/1984	NA	8	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
224	1984_pir_2_1	PIR	1984	PARMAJ	pir	pir_2_NB	NA	NA	first	first	09/05/1984	NA	NA	NA	28/05/1984	NA	0	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
225	1984_pir_120_1	PIR	1984	PARMAJ	pir	pir_120_NB	NA	NA	first	first	18/05/1984	NA	6	NA	06/06/1984	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
226	1984_pir_6_1	PIR	1984	PARMAJ	pir	pir_6_NB	NA	NA	first	first	23/05/1984	NA	5	NA	10/06/1984	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
227	1984_pir_110_3	PIR	1984	PARMAJ	pir	pir_110_NB	NA	NA	replacement	replacement	20/06/1984	NA	6	NA	NA	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
228	1984_pir_2_3	PIR	1984	PARMAJ	pir	pir_2_NB	NA	NA	replacement	replacement	22/06/1984	NA	5	NA	NA	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
229	1984_pir_117_1	PIR	1984	PERATE	pir	pir_117_NB	3034833	3034812	first	first	09/05/1984	NA	NA	NA	28/05/1984	NA	0	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
230	1984_pir_46_1	PIR	1984	PERATE	pir	pir_46_NB	3034860	3034861	first	first	17/05/1984	NA	5	NA	04/06/1984	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
231	1984_pir_104_1	PIR	1984	PERATE	pir	pir_104_NB	NA	NA	first	first	19/04/1984	NA	6	NA	NA	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
232	1984_pir_112_1	PIR	1984	PERATE	pir	pir_112_NB	NA	NA	first	first	21/04/1984	NA	4	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
233	1985_pir_45_1	PIR	1985	CYACAE	pir	pir_45_NB	2709345	3034801	first	first	29/04/1985	NA	9	NA	21/05/1985	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
234	1985_pir_5_1	PIR	1985	CYACAE	pir	pir_5_NB	2709366	3087031	first	first	06/05/1985	NA	7	NA	25/05/1985	NA	7	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
235	1985_pir_69_1	PIR	1985	CYACAE	pir	pir_69_NB	2709768	3087469	first	first	25/04/1985	NA	8	NA	16/05/1985	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
236	1985_pir_44_1	PIR	1985	CYACAE	pir	pir_44_NB	2709874	2864910	first	first	27/04/1985	NA	7	NA	17/05/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
237	1985_pir_49_1	PIR	1985	CYACAE	pir	pir_49_NB	2864909	3034811	first	first	05/05/1985	NA	7	NA	24/05/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
238	1985_pir_104_1	PIR	1985	CYACAE	pir	pir_104_NB	2864977	3087746	first	first	12/05/1985	NA	5	NA	01/06/1985	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
239	1985_pir_91_1	PIR	1985	CYACAE	pir	pir_91_NB	3034841	3087480	first	first	04/05/1985	NA	7	NA	23/05/1985	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
240	1985_pir_14_1	PIR	1985	CYACAE	pir	pir_14_NB	3034847	3034832	first	first	04/05/1985	NA	7	NA	23/05/1985	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
241	1985_pir_31_1	PIR	1985	CYACAE	pir	pir_31_NB	3087027	3087058	first	first	19/05/1985	NA	6	NA	06/06/1985	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
242	1985_pir_10_1	PIR	1985	CYACAE	pir	pir_10_NB	3087029	3087482	first	first	09/05/1985	NA	6	NA	27/05/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
243	1985_pir_84_1	PIR	1985	CYACAE	pir	pir_84_NB	3087030	2709322	first	first	04/05/1985	NA	7	NA	23/05/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
244	1985_pir_36_1	PIR	1985	CYACAE	pir	pir_36_NB	3087038	3087014	first	first	21/05/1985	NA	7	NA	08/06/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
245	1985_pir_24_1	PIR	1985	CYACAE	pir	pir_24_NB	3087044	3087042	first	first	12/05/1985	NA	9	NA	04/06/1985	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
246	1985_pir_3_1	PIR	1985	CYACAE	pir	pir_3_NB	3087052	3087041	first	first	11/05/1985	NA	5	NA	28/05/1985	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
247	1985_pir_75_1	PIR	1985	CYACAE	pir	pir_75_NB	3087053	NA	first	first	11/05/1985	NA	6	NA	29/05/1985	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
248	1985_pir_15_1	PIR	1985	CYACAE	pir	pir_15_NB	3087055	3087026	first	first	11/05/1985	NA	9	NA	01/06/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
249	1985_pir_30_1	PIR	1985	CYACAE	pir	pir_30_NB	3087057	3087056	first	first	14/05/1985	NA	7	NA	02/06/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
250	1985_pir_57_1	PIR	1985	CYACAE	pir	pir_57_NB	3087428	3087429	first	first	27/04/1985	NA	5	NA	14/05/1985	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
251	1985_pir_86_1	PIR	1985	CYACAE	pir	pir_86_NB	3087479	3087470	first	first	30/04/1985	NA	6	NA	18/05/1985	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
252	1985_pir_77_1	PIR	1985	CYACAE	pir	pir_77_NB	3087481	3034870	first	first	30/04/1985	NA	6	NA	18/05/1985	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
253	1985_pir_99_1	PIR	1985	CYACAE	pir	pir_99_NB	3087619	3087054	first	first	04/05/1985	NA	7	NA	23/05/1985	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
254	1985_pir_64_1	PIR	1985	CYACAE	pir	pir_64_NB	3087711	2709339	first	first	10/05/1985	NA	6	NA	28/05/1985	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
