Row	BroodID	PopID	BreedingSeason	Species	Plot	LocationID	FemaleID	MaleID	ClutchType_observed	ClutchType_calculated	LayDate	LayDateError	ClutchSize	ClutchSizeError	HatchDate	HatchDateError	BroodSize	BroodSizeError	FledgeDate	FledgeDateError	NumberFledged	NumberFledgedError	AvgEggMass	NumberEggs	AvgChickMass	NumberChicksMass	AvgTarsus	NumberChicksTarsus	ExperimentID
1153	1994_ava_8_3	MUR	1994	CYACAE	ava	ava_8_NB	4087960	4087961	replacement	replacement	05/05/1994	NA	2	NA	19/05/1994	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1154	1994_ava_2_3	MUR	1994	CYACAE	ava	ava_2_NB	4087970	3977300	replacement	replacement	06/05/1994	NA	4	NA	22/05/1994	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1155	1994_mur_38_3	MUR	1994	CYACAE	mur	mur_38_NB	4087976	4087975	replacement	replacement	03/05/1994	NA	7	NA	20/05/1994	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1156	1994_pir_54_1	PIR	1994	CYACAE	pir	pir_54_NB	4088017	3978902	first	first	07/05/1994	NA	7	NA	25/05/1994	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1157	1994_pir_100_1	PIR	1994	CYACAE	pir	pir_100_NB	4088105	3672183	first	first	13/05/1994	NA	6	NA	31/05/1994	NA	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
1158	1994_pir_125_1	PIR	1994	CYACAE	pir	pir_125_NB	4088108	4088107	first	first	10/05/1994	NA	8	NA	31/05/1994	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1159	1994_pir_134_1	PIR	1994	CYACAE	pir	pir_134_NB	4088110	4088111	first	first	13/05/1994	NA	6	NA	01/06/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1160	1994_pir_84_1	PIR	1994	CYACAE	pir	pir_84_NB	4088113	3978943	first	first	14/05/1994	NA	7	NA	02/06/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1161	1994_pir_2_1	PIR	1994	CYACAE	pir	pir_2_NB	4088125	4088126	first	first	13/05/1994	NA	7	NA	02/06/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1162	1994_mur_31_1	MUR	1994	CYACAE	mur	mur_31_NB	NA	4024626	first	first	27/03/1994	NA	11	NA	19/04/1994	NA	10	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
1163	1994_rou_139_1	ROU	1994	CYACAE	rou	rou_139_NB	NA	NA	first	first	27/03/1994	NA	15	NA	NA	NA	9	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
1164	1994_rou_133_1	ROU	1994	CYACAE	rou	rou_133_NB	NA	3672646	first	first	31/03/1994	NA	9	NA	25/04/1994	NA	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1165	1994_ava_9_1	MUR	1994	CYACAE	ava	ava_9_NB	NA	NA	first	first	01/04/1994	NA	8	NA	22/04/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1166	1994_rou_81_1	ROU	1994	CYACAE	rou	rou_81_NB	NA	NA	first	first	01/04/1994	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
1167	1994_rou_109_1	ROU	1994	CYACAE	rou	rou_109_NB	NA	NA	first	first	01/04/1994	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
1168	1994_rou_115_1	ROU	1994	CYACAE	rou	rou_115_NB	NA	NA	first	first	01/04/1994	NA	15	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
1169	1994_rou_73_1	ROU	1994	CYACAE	rou	rou_73_NB	NA	NA	first	first	15/04/1994	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
1170	1994_rou_33_1	ROU	1994	CYACAE	rou	rou_33_NB	NA	NA	first	first	15/04/1994	NA	10	NA	09/05/1994	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1171	1994_ava_15_3	MUR	1994	CYACAE	ava	ava_15_NB	NA	3977111	replacement	first	17/04/1994	NA	6	NA	02/05/1994	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1172	1994_ava_10_3	MUR	1994	CYACAE	ava	ava_10_NB	NA	NA	replacement	replacement	29/04/1994	NA	9	NA	21/05/1994	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1173	1994_pir_90_1	PIR	1994	CYACAE	pir	pir_90_NB	NA	NA	first	first	05/05/1994	NA	7	NA	26/05/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1174	1994_pir_37_1	PIR	1994	CYACAE	pir	pir_37_NB	NA	NA	first	first	06/05/1994	NA	8	NA	25/05/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1175	1994_pir_110_1	PIR	1994	CYACAE	pir	pir_110_NB	NA	3475235	first	first	06/05/1994	NA	7	NA	25/05/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1176	1994_pir_41_1	PIR	1994	CYACAE	pir	pir_41_NB	NA	3378219	first	first	07/05/1994	NA	7	NA	27/05/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1177	1994_pir_72_1	PIR	1994	CYACAE	pir	pir_72_NB	NA	NA	first	first	09/05/1994	NA	7	NA	28/05/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1178	1994_pir_135_1	PIR	1994	CYACAE	pir	pir_135_NB	NA	3812206	first	first	13/05/1994	NA	6	NA	01/06/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1179	1994_pir_18_1	PIR	1994	CYACAE	pir	pir_18_NB	NA	NA	first	first	13/05/1994	NA	3	NA	01/06/1994	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1180	1994_pir_63_1	PIR	1994	CYACAE	pir	pir_63_NB	NA	NA	first	first	13/05/1994	NA	7	NA	03/06/1994	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1181	1994_pir_115_1	PIR	1994	CYACAE	pir	pir_115_NB	NA	NA	first	first	14/05/1994	NA	8	NA	04/06/1994	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1182	1994_pir_68_1	PIR	1994	CYACAE	pir	pir_68_NB	NA	4088128	first	first	16/05/1994	NA	7	NA	04/06/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1183	1994_pir_76_1	PIR	1994	CYACAE	pir	pir_76_NB	NA	NA	first	first	17/05/1994	NA	5	NA	06/06/1994	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1184	1994_pir_95_1	PIR	1994	CYACAE	pir	pir_95_NB	NA	3978915	first	first	17/05/1994	NA	7	NA	04/06/1994	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1185	1994_pir_133_1	PIR	1994	CYACAE	pir	pir_133_NB	NA	3977373	first	first	17/05/1994	NA	7	NA	05/06/1994	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1186	1994_pir_1_1	PIR	1994	CYACAE	pir	pir_1_NB	NA	NA	first	first	18/05/1994	NA	6	NA	05/06/1994	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1187	1994_pir_70_1	PIR	1994	CYACAE	pir	pir_70_NB	NA	3977999	first	first	19/05/1994	NA	6	NA	05/06/1994	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1188	1994_pir_20_1	PIR	1994	CYACAE	pir	pir_20_NB	NA	NA	first	first	19/05/1994	NA	3	NA	05/06/1994	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1189	1994_pir_118_1	PIR	1994	CYACAE	pir	pir_118_NB	NA	NA	first	first	20/05/1994	NA	9	NA	09/06/1994	NA	8	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1190	1994_rou_40_3	ROU	1994	CYACAE	rou	rou_40_NB	NA	NA	replacement	replacement	20/05/1994	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1191	1994_pir_60_1	PIR	1994	CYACAE	pir	pir_60_NB	NA	NA	first	first	23/05/1994	NA	6	NA	10/06/1994	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
1192	1994_pir_67_1	PIR	1994	CYACAE	pir	pir_67_NB	NA	NA	first	first	24/05/1994	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1193	1994_mur_46_3	MUR	1994	CYACAE	mur	mur_46_NB	NA	NA	replacement	replacement	26/05/1994	NA	5	NA	11/06/1994	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1194	1994_pir_31_1	PIR	1994	CYACAE	pir	pir_31_NB	NA	3945388	first	first	26/05/1994	NA	4	NA	10/06/1994	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
1195	1994_pir_9_1	PIR	1994	CYACAE	pir	pir_9_NB	NA	NA	first	first	26/05/1994	NA	7	NA	13/06/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1196	1994_pir_89_3	PIR	1994	CYACAE	pir	pir_89_NB	NA	NA	replacement	replacement	03/06/1994	NA	6	NA	22/06/1994	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1197	1994_rou_98_1	ROU	1994	PARMAJ	rou	rou_98_NB	3672638	NA	first	first	26/03/1994	NA	10	NA	20/04/1994	NA	10	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
1198	1994_rou_10_1	ROU	1994	PARMAJ	rou	rou_10_NB	3812609	3945537	first	first	31/03/1994	NA	9	NA	02/05/1994	NA	9	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1199	1994_rou_68_1	ROU	1994	PARMAJ	rou	rou_68_NB	3812723	NA	first	first	04/04/1994	NA	9	NA	29/04/1994	NA	9	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1200	1994_rou_72_3	ROU	1994	PARMAJ	rou	rou_72_NB	3812723	4087876	replacement	replacement	15/05/1994	NA	8	NA	02/06/1994	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1201	1994_rou_70_1	ROU	1994	PARMAJ	rou	rou_70_NB	3945002	3978853	first	first	31/03/1994	NA	9	NA	24/04/1994	NA	9	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1202	1994_rou_80_1	ROU	1994	PARMAJ	rou	rou_80_NB	3977278	NA	first	first	13/04/1994	NA	9	NA	05/05/1994	NA	9	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1203	1994_rou_76_2	ROU	1994	PARMAJ	rou	rou_76_NB	3977278	NA	second	replacement	29/05/1994	NA	4	NA	13/06/1994	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1204	1994_rou_74_3	ROU	1994	PARMAJ	rou	rou_74_NB	3978361	3978826	replacement	replacement	02/05/1994	NA	9	NA	20/05/1994	NA	9	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1205	1994_rou_66_1	ROU	1994	PARMAJ	rou	rou_66_NB	3978504	3977944	first	first	29/03/1994	NA	10	NA	20/04/1994	NA	10	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
1206	1994_pir_64_1	PIR	1994	PARMAJ	pir	pir_64_NB	3978936	3978935	first	first	09/05/1994	NA	6	NA	30/05/1994	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
1207	1994_mur_36_1	MUR	1994	PARMAJ	mur	mur_36_NB	4024707	NA	first	first	07/04/1994	NA	9	NA	30/04/1994	NA	9	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1208	1994_mur_40_1	MUR	1994	PARMAJ	mur	mur_40_NB	4024728	4024735	first	first	18/04/1994	NA	7	NA	05/05/1994	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1209	1994_rou_100_3	ROU	1994	PARMAJ	rou	rou_100_NB	4087082	NA	replacement	replacement	23/05/1994	NA	7	NA	10/06/1994	NA	7	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1210	1994_rou_102_1	ROU	1994	PARMAJ	rou	rou_102_NB	4087117	3945589	first	first	27/03/1994	NA	8	NA	18/04/1994	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1211	1994_rou_96_3	ROU	1994	PARMAJ	rou	rou_96_NB	4087117	NA	replacement	NA	NA	NA	9	NA	04/06/1994	NA	9	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1212	1994_rou_194_1	ROU	1994	PARMAJ	rou	rou_194_NB	4087157	4087156	first	first	28/03/1994	NA	9	NA	24/04/1994	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
1213	1994_rou_90_1	ROU	1994	PARMAJ	rou	rou_90_NB	4087200	4087199	first	first	05/04/1994	NA	9	NA	29/04/1994	NA	9	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
1214	1994_rou_92_3	ROU	1994	PARMAJ	rou	rou_92_NB	4087871	4087850	replacement	replacement	27/04/1994	NA	8	NA	17/05/1994	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1215	1994_mur_34_1	MUR	1994	PARMAJ	mur	mur_34_NB	4087944	NA	first	first	28/04/1994	NA	6	NA	16/05/1994	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1216	1994_rou_84_1	ROU	1994	PARMAJ	rou	rou_84_NB	NA	NA	first	first	29/03/1994	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1217	1994_rou_72_1	ROU	1994	PARMAJ	rou	rou_72_NB	NA	NA	first	first	01/04/1994	NA	8	NA	25/04/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1218	1994_rou_92_1	ROU	1994	PARMAJ	rou	rou_92_NB	NA	NA	first	first	04/04/1994	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1219	1994_rou_76_1	ROU	1994	PARMAJ	rou	rou_76_NB	NA	NA	first	first	05/04/1994	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1220	1994_rou_100_1	ROU	1994	PARMAJ	rou	rou_100_NB	NA	NA	first	first	11/04/1994	NA	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1221	1994_rou_78_3	ROU	1994	PARMAJ	rou	rou_78_NB	NA	NA	replacement	replacement	28/05/1994	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1222	1994_rou_194_3	ROU	1994	PARMAJ	rou	rou_194_NB	NA	NA	replacement	replacement	30/05/1994	NA	8	NA	22/06/1994	NA	8	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1223	1994_rou_90_3	ROU	1994	PARMAJ	rou	rou_90_NB	NA	NA	replacement	replacement	02/06/1994	NA	8	NA	18/06/1994	NA	8	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1224	1994_rou_6_3	ROU	1994	PARMAJ	rou	rou_6_NB	NA	NA	replacement	replacement	04/06/1994	NA	8	NA	NA	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1225	1994_pir_25_1	PIR	1994	PERATE	pir	pir_25_NB	3945361	3978926	first	first	03/05/1994	NA	7	NA	25/05/1994	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1226	1994_pir_111_1	PIR	1994	PERATE	pir	pir_111_NB	3945368	NA	first	first	27/04/1994	NA	6	NA	14/05/1994	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1227	1994_pir_4_1	PIR	1994	PERATE	pir	pir_4_NB	3945377	NA	first	first	30/04/1994	NA	7	NA	20/05/1994	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1228	1994_pir_94_1	PIR	1994	PERATE	pir	pir_94_NB	3978401	NA	first	first	07/05/1994	NA	5	NA	25/05/1994	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1229	1994_pir_132_1	PIR	1994	PERATE	pir	pir_132_NB	3978645	3475605	first	first	03/05/1994	NA	7	NA	23/05/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1230	1994_pir_33_3	PIR	1994	PERATE	pir	pir_33_NB	3978691	2221104	replacement	first	09/05/1994	NA	7	NA	28/05/1994	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1231	1994_pir_28_3	PIR	1994	PERATE	pir	pir_28_NB	3978930	3978931	replacement	first	12/05/1994	NA	7	NA	31/05/1994	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1232	1994_pir_127_3	PIR	1994	PERATE	pir	pir_127_NB	4088106	2221133	replacement	first	11/05/1994	NA	7	NA	30/05/1994	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1233	1994_pir_58_1	PIR	1994	PERATE	pir	pir_58_NB	NA	NA	first	first	01/05/1994	NA	6	NA	19/05/1994	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1234	1994_pir_74_3	PIR	1994	PERATE	pir	pir_74_NB	NA	NA	replacement	first	09/05/1994	NA	5	NA	25/05/1994	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1235	1994_pir_86_3	PIR	1994	PERATE	pir	pir_86_NB	NA	NA	replacement	first	17/05/1994	NA	7	NA	08/06/1994	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1236	1994_pir_66_3	PIR	1994	PERATE	pir	pir_66_NB	NA	NA	replacement	first	20/05/1994	NA	5	NA	07/06/1994	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1237	1995_pir_129_1	PIR	1995	CYACAE	pir	pir_129_NB	3364375	3945755	first	first	16/05/1995	NA	6	NA	03/06/1995	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1238	1995_pir_38_1	PIR	1995	CYACAE	pir	pir_38_NB	3364377	3945907	first	first	17/05/1995	NA	7	NA	05/06/1995	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1239	1995_pir_45_1	PIR	1995	CYACAE	pir	pir_45_NB	3364383	3812049	first	first	21/05/1995	NA	5	NA	07/06/1995	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1240	1995_pir_75_1	PIR	1995	CYACAE	pir	pir_75_NB	3378751	3978684	first	first	24/05/1995	NA	5	NA	10/06/1995	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
1241	1995_pir_86_3	PIR	1995	CYACAE	pir	pir_86_NB	3475883	NA	replacement	first	29/05/1995	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1242	1995_pir_43_1	PIR	1995	CYACAE	pir	pir_43_NB	3475886	3475885	first	first	25/05/1995	NA	6	NA	13/06/1995	NA	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
1243	1995_mur_39_1	MUR	1995	CYACAE	mur	mur_39_NB	3661712	3661711	first	first	28/03/1995	NA	11	NA	20/04/1995	NA	11	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
1244	1995_mur_57_1	MUR	1995	CYACAE	mur	mur_57_NB	3661723	3661724	first	first	06/04/1995	NA	9	NA	27/04/1995	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
1245	1995_mur_51_1	MUR	1995	CYACAE	mur	mur_51_NB	3661732	NA	first	first	29/03/1995	NA	11	NA	22/04/1995	NA	10	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
1246	1995_rou_86_1	ROU	1995	CYACAE	rou	rou_86_NB	3672038	NA	first	first	06/04/1995	NA	9	NA	28/04/1995	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1247	1995_pir_166_1	PIR	1995	CYACAE	pir	pir_166_NB	3672148	NA	first	first	11/05/1995	NA	7	NA	04/06/1995	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1248	1995_pir_93_1	PIR	1995	CYACAE	pir	pir_93_NB	3672159	3977207	first	first	23/05/1995	NA	5	NA	09/06/1995	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1249	1995_pir_114_1	PIR	1995	CYACAE	pir	pir_114_NB	3672160	3812286	first	first	10/05/1995	NA	7	NA	29/05/1995	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1250	1995_rou_103_1	ROU	1995	CYACAE	rou	rou_103_NB	3672648	4150457	first	first	14/04/1995	NA	10	NA	07/05/1995	NA	9	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1251	1995_pir_24_1	PIR	1995	CYACAE	pir	pir_24_NB	3812039	4088998	first	first	09/05/1995	NA	7	NA	29/05/1995	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
1252	1995_pir_121_1	PIR	1995	CYACAE	pir	pir_121_NB	3812052	4150794	first	first	16/05/1995	NA	7	NA	04/06/1995	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1253	1995_pir_35_1	PIR	1995	CYACAE	pir	pir_35_NB	3812390	3475885	first	first	24/05/1995	NA	5	NA	10/06/1995	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1254	1995_rou_156_1	ROU	1995	CYACAE	rou	rou_156_NB	3945092	NA	first	first	09/04/1995	NA	12	NA	04/05/1995	NA	12	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1255	1995_rou_209_1	ROU	1995	CYACAE	rou	rou_209_NB	3945093	3945014	first	first	01/04/1995	NA	12	NA	23/04/1995	NA	11	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
1256	1995_rou_102_1	ROU	1995	CYACAE	rou	rou_102_NB	3945671	3977749	first	first	25/03/1995	NA	13	NA	23/04/1995	NA	10	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
1257	1995_rou_65_1	ROU	1995	CYACAE	rou	rou_65_NB	3945673	4087333	first	first	29/03/1995	NA	9	NA	20/04/1995	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
1258	1995_rou_178_1	ROU	1995	CYACAE	rou	rou_178_NB	3945684	3978395	first	first	10/04/1995	NA	10	NA	01/05/1995	NA	9	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
1259	1995_pir_107_1	PIR	1995	CYACAE	pir	pir_107_NB	3945732	4088025	first	first	19/05/1995	NA	5	NA	08/06/1995	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
1260	1995_pir_52_3	PIR	1995	CYACAE	pir	pir_52_NB	3945863	3475225	replacement	first	03/06/1995	NA	6	NA	21/06/1995	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1261	1995_pir_4_1	PIR	1995	CYACAE	pir	pir_4_NB	3945957	4150792	first	first	13/05/1995	NA	6	NA	03/06/1995	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
1262	1995_rou_160_1	ROU	1995	CYACAE	rou	rou_160_NB	3977026	NA	first	first	06/04/1995	NA	10	NA	26/04/1995	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	TRUE
1263	1995_ava_7_1	MUR	1995	CYACAE	ava	ava_7_NB	3977123	4087925	first	first	13/04/1995	NA	7	NA	02/05/1995	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1264	1995_ava_5_1	MUR	1995	CYACAE	ava	ava_5_NB	3977125	4024520	first	first	06/04/1995	NA	9	NA	27/04/1995	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
1265	1995_ava_6_1	MUR	1995	CYACAE	ava	ava_6_NB	3977153	NA	first	first	17/04/1995	NA	8	NA	07/05/1995	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1266	1995_pir_162_1	PIR	1995	CYACAE	pir	pir_162_NB	3977251	NA	first	first	16/05/1995	NA	6	NA	05/06/1995	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1267	1995_pir_152_1	PIR	1995	CYACAE	pir	pir_152_NB	3977420	4150387	first	first	11/05/1995	NA	7	NA	01/06/1995	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
1268	1995_pir_135_1	PIR	1995	CYACAE	pir	pir_135_NB	3977448	4088111	first	first	21/05/1995	NA	5	NA	07/06/1995	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1269	1995_pir_29_1	PIR	1995	CYACAE	pir	pir_29_NB	3977470	3945388	first	first	17/05/1995	NA	6	NA	01/06/1995	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
1270	1995_pir_118_3	PIR	1995	CYACAE	pir	pir_118_NB	3977495	3945881	replacement	first	29/05/1995	NA	5	NA	16/06/1995	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1271	1995_rou_169_1	ROU	1995	CYACAE	rou	rou_169_NB	3977539	4087343	first	first	11/04/1995	NA	9	NA	02/05/1995	NA	9	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1272	1995_rou_85_1	ROU	1995	CYACAE	rou	rou_85_NB	3977547	3978846	first	first	11/04/1995	NA	8	NA	30/04/1995	NA	8	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
1273	1995_rou_23_1	ROU	1995	CYACAE	rou	rou_23_NB	3977621	3672605	first	first	05/04/1995	NA	11	NA	28/04/1995	NA	11	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1274	1995_rou_20_3	ROU	1995	CYACAE	rou	rou_20_NB	3977621	NA	replacement	replacement	26/05/1995	NA	5	NA	10/06/1995	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
1275	1995_rou_63_1	ROU	1995	CYACAE	rou	rou_63_NB	3977654	3978133	first	first	09/04/1995	NA	10	NA	01/05/1995	NA	10	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
1276	1995_rou_150_1	ROU	1995	CYACAE	rou	rou_150_NB	3977666	3977840	first	first	04/04/1995	NA	10	NA	25/04/1995	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	TRUE
